#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from Parthenelope fitting function Dec 2014. Errors are guesstimates. 
#neutron lifetime of 880.3 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#Data taken from https://github.com/cmbant/CosmoMC/blob/master/data/BBN_full_Parthenelope_880.3.dat

# format: first line must contain (num_ombh2,num_DeltaN), 
# other lines must contain (ombh2,DeltaN,YHe)
# blank lines and lines starting with # neglected

48  13

0.008  1.0  0.24927
0.009  1.0  0.25003
0.01  1.0  0.25077
0.011  1.0  0.25148
0.012  1.0  0.25217
0.013  1.0  0.25284
0.014  1.0  0.25349
0.015  1.0  0.25411
0.016  1.0  0.25471
0.017  1.0  0.25529
0.018  1.0  0.25585
0.019  1.0  0.25638
0.02  1.0  0.25689
0.02025  1.0  0.25701
0.0205  1.0  0.25713
0.02075  1.0  0.25726
0.021  1.0  0.25737
0.02125  1.0  0.25749
0.0215  1.0  0.25761
0.02175  1.0  0.25773
0.022  1.0  0.25784
0.02225  1.0  0.25795
0.0225  1.0  0.25806
0.02275  1.0  0.25817
0.023  1.0  0.25828
0.02325  1.0  0.25839
0.0235  1.0  0.25849
0.02375  1.0  0.2586
0.024  1.0  0.2587
0.025  1.0  0.25909
0.026  1.0  0.25947
0.027  1.0  0.25982
0.028  1.0  0.26015
0.029  1.0  0.26045
0.03  1.0  0.26073
0.031  1.0  0.26099
0.032  1.0  0.26123
0.033  1.0  0.26144
0.034  1.0  0.26163
0.035  1.0  0.2618
0.036  1.0  0.26194
0.037  1.0  0.26207
0.038  1.0  0.26217
0.039  1.0  0.26224
0.04  1.0  0.2623
0.005  2.0  0.25745
0.006  2.0  0.25828
0.007  2.0  0.25909
0.008  2.0  0.25988
0.009  2.0  0.26064
0.01  2.0  0.26138
0.011  2.0  0.2621
0.012  2.0  0.26279
0.013  2.0  0.26346
0.014  2.0  0.26411
0.015  2.0  0.26473
0.016  2.0  0.26534
0.017  2.0  0.26591
0.018  2.0  0.26647
0.019  2.0  0.267
0.02  2.0  0.26751
0.02025  2.0  0.26764
0.0205  2.0  0.26776
0.02075  2.0  0.26788
0.021  2.0  0.268
0.02125  2.0  0.26812
0.0215  2.0  0.26823
0.02175  2.0  0.26835
0.022  2.0  0.26846
0.02225  2.0  0.26857
0.0225  2.0  0.26868
0.02275  2.0  0.26879
0.023  2.0  0.2689
0.02325  2.0  0.26901
0.0235  2.0  0.26911
0.02375  2.0  0.26922
0.024  2.0  0.26932
0.025  2.0  0.26971
0.026  2.0  0.27008
0.027  2.0  0.27043
0.028  2.0  0.27076
0.029  2.0  0.27106
0.03  2.0  0.27134
0.031  2.0  0.27159
0.032  2.0  0.27182
0.033  2.0  0.27203
0.034  2.0  0.27222
0.035  2.0  0.27238
0.036  2.0  0.27253
0.037  2.0  0.27264
0.038  2.0  0.27274
0.039  2.0  0.27281
0.04  2.0  0.27286
0.005  3.0  0.26609
0.006  3.0  0.26693
0.007  3.0  0.26773
0.008  3.0  0.26852
0.009  3.0  0.26928
0.01  3.0  0.27002
0.011  3.0  0.27074
0.012  3.0  0.27143
0.013  3.0  0.2721
0.014  3.0  0.27275
0.015  3.0  0.27337
0.016  3.0  0.27397
0.017  3.0  0.27455
0.018  3.0  0.2751
0.019  3.0  0.27564
0.02  3.0  0.27614
0.02025  3.0  0.27627
0.0205  3.0  0.27639
0.02075  3.0  0.27651
0.021  3.0  0.27663
0.02125  3.0  0.27674
0.0215  3.0  0.27686
